STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,SUMLEV,STATE,COUNTY,TRACT,BLOCK,GEOID10_1,P0010001,P0010003,P0010004,P0020002,P0030001,P0030003,P0030004,P0040002
37,119,2904,2002,3.71E+14,Block 2002,G5040,,,S,59264,0,35.1547888,-80.8026084,750,37,119,2904,2002,3.71E+14,44,44,0,0,28,28,0,0
37,119,2002,3009,3.71E+14,Block 3009,G5040,,,S,43324,0,35.1665138,-80.8010252,750,37,119,2002,3009,3.71E+14,47,47,0,3,32,32,0,1
37,119,980300,1011,3.71E+14,Block 1011,G5040,,,S,10064,0,35.2156174,-80.8384943,750,37,119,980300,1011,3.71E+14,0,0,0,0,0,0,0,0
37,119,5816,2000,3.71E+14,Block 2000,G5040,,,S,559072,1851,35.0621976,-80.8045569,750,37,119,5816,2000,3.71E+14,668,500,76,62,524,387,56,42
37,119,5907,2005,3.71E+14,Block 2005,G5040,,,S,14825,0,35.1549381,-80.9893098,750,37,119,5907,2005,3.71E+14,34,15,12,10,25,12,8,7
37,119,3018,1004,3.71E+14,Block 1004,G5040,,,S,21307,0,35.1143982,-80.7809676,750,37,119,3018,1004,3.71E+14,16,15,0,2,15,14,0,1
37,119,5305,2002,3.71E+14,Block 2002,G5040,,,S,34851,0,35.2744654,-80.7892792,750,37,119,5305,2002,3.71E+14,63,0,62,0,53,0,52,0
37,119,5305,2014,3.71E+14,Block 2014,G5040,,,S,102384,0,35.2675488,-80.7847109,750,37,119,5305,2014,3.71E+14,90,6,76,10,62,6,53,5
37,119,5306,2001,3.71E+14,Block 2001,G5040,,,S,29623,0,35.259824,-80.7828049,750,37,119,5306,2001,3.71E+14,10,8,2,0,10,8,2,0
37,119,5618,2003,3.71E+14,Block 2003,G5040,,,S,25664,0,35.2580477,-80.6835513,750,37,119,5618,2003,3.71E+14,60,2,51,6,34,2,27,3
37,119,5401,2037,3.71E+14,Block 2037,G5040,,,S,9833,0,35.2717159,-80.8548103,750,37,119,5401,2037,3.71E+14,0,0,0,0,0,0,0,0
37,119,5401,1034,3.71E+14,Block 1034,G5040,,,S,4010,0,35.2728542,-80.8457243,750,37,119,5401,1034,3.71E+14,0,0,0,0,0,0,0,0
37,119,5523,2003,3.71E+14,Block 2003,G5040,,,S,0,15250,35.316053,-80.7442593,750,37,119,5523,2003,3.71E+14,0,0,0,0,0,0,0,0
37,119,5604,1019,3.71E+14,Block 1019,G5040,,,S,47579,0,35.3112331,-80.7248988,750,37,119,5604,1019,3.71E+14,494,337,99,25,492,337,99,25
37,119,5610,1013,3.71E+14,Block 1013,G5040,,,S,25300,0,35.3230836,-80.7092101,750,37,119,5610,1013,3.71E+14,52,20,26,1,43,15,24,1
37,119,6107,2014,3.71E+14,Block 2014,G5040,,,S,13114,0,35.3364529,-80.8504074,750,37,119,6107,2014,3.71E+14,0,0,0,0,0,0,0,0
37,119,4800,3051,3.71E+14,Block 3051,G5040,,,S,6691,0,35.2442164,-80.8474742,750,37,119,4800,3051,3.71E+14,0,0,0,0,0,0,0,0
37,119,2004,1016,3.71E+14,Block 1016,G5040,,,S,415458,0,35.1482988,-80.7839514,750,37,119,2004,1016,3.71E+14,242,225,12,0,175,167,5,0
37,119,5524,6019,3.71E+14,Block 6019,G5040,,,S,57566,0,35.2799701,-80.7944018,750,37,119,5524,6019,3.71E+14,0,0,0,0,0,0,0,0
37,119,5615,1019,3.71E+14,Block 1019,G5040,,,S,18919,0,35.2842009,-80.6860545,750,37,119,5615,1019,3.71E+14,17,4,13,0,13,2,11,0
37,119,5520,1020,3.71E+14,Block 1020,G5040,,,S,30405,0,35.3333757,-80.7445835,750,37,119,5520,1020,3.71E+14,0,0,0,0,0,0,0,0
37,119,5520,1002,3.71E+14,Block 1002,G5040,,,S,36788,0,35.3466522,-80.7421089,750,37,119,5520,1002,3.71E+14,39,20,17,0,27,11,14,0
37,119,5521,3033,3.71E+14,Block 3033,G5040,,,S,10185,0,35.3470611,-80.7062943,750,37,119,5521,3033,3.71E+14,15,7,8,5,12,6,6,4
37,119,5517,2006,3.71E+14,Block 2006,G5040,,,S,16823,0,35.3793142,-80.7615078,750,37,119,5517,2006,3.71E+14,52,38,14,1,31,24,7,1
37,119,5517,1013,3.71E+14,Block 1013,G5040,,,S,167805,3127,35.3792957,-80.7840531,750,37,119,5517,1013,3.71E+14,142,73,55,8,121,70,42,7
37,119,5714,3011,3.71E+14,Block 3011,G5040,,,S,401422,649,35.1717274,-80.6249928,750,37,119,5714,3011,3.71E+14,64,62,0,2,51,49,0,2
37,119,5621,2007,3.71E+14,Block 2007,G5040,,,S,14164,0,35.238199,-80.6405877,750,37,119,5621,2007,3.71E+14,38,1,37,0,21,1,20,0
37,119,5706,1008,3.71E+14,Block 1008,G5040,,,S,43424,0,35.1803697,-80.6742306,750,37,119,5706,1008,3.71E+14,66,58,0,12,48,44,0,6
37,119,5714,1043,3.71E+14,Block 1043,G5040,,,S,97080,0,35.1959224,-80.6230429,750,37,119,5714,1043,3.71E+14,0,0,0,0,0,0,0,0
37,119,5714,1002,3.71E+14,Block 1002,G5040,,,S,65677,0,35.2188645,-80.6211044,750,37,119,5714,1002,3.71E+14,2,1,0,0,1,0,0,0
37,119,5620,2015,3.71E+14,Block 2015,G5040,,,S,19864,0,35.2210742,-80.660747,750,37,119,5620,2015,3.71E+14,20,5,8,1,16,4,7,1
37,119,5620,2004,3.71E+14,Block 2004,G5040,,,S,21373,0,35.223979,-80.6612934,750,37,119,5620,2004,3.71E+14,3,0,3,0,3,0,3,0
37,119,5620,2012,3.71E+14,Block 2012,G5040,,,S,13454,0,35.228005,-80.6561186,750,37,119,5620,2012,3.71E+14,0,0,0,0,0,0,0,0
37,119,5620,2013,3.71E+14,Block 2013,G5040,,,S,25181,0,35.229654,-80.6568883,750,37,119,5620,2013,3.71E+14,0,0,0,0,0,0,0,0
37,119,5714,1051,3.71E+14,Block 1051,G5040,,,S,59326,0,35.1807476,-80.6306253,750,37,119,5714,1051,3.71E+14,0,0,0,0,0,0,0,0
37,119,5714,1037,3.71E+14,Block 1037,G5040,,,S,3373,0,35.1964376,-80.6261254,750,37,119,5714,1037,3.71E+14,0,0,0,0,0,0,0,0
37,119,5620,2026,3.71E+14,Block 2026,G5040,,,S,28245,0,35.2153487,-80.6735868,750,37,119,5620,2026,3.71E+14,47,10,17,19,28,7,12,9
37,119,5620,2034,3.71E+14,Block 2034,G5040,,,S,118436,0,35.2129342,-80.6747821,750,37,119,5620,2034,3.71E+14,183,106,40,73,134,83,27,45
37,119,1916,1015,3.71E+14,Block 1015,G5040,,,S,14617,0,35.2012879,-80.693633,750,37,119,1916,1015,3.71E+14,0,0,0,0,0,0,0,0
37,119,5706,1005,3.71E+14,Block 1005,G5040,,,S,5220,0,35.1917872,-80.6673616,750,37,119,5706,1005,3.71E+14,0,0,0,0,0,0,0,0
37,119,5715,1018,3.71E+14,Block 1018,G5040,,,S,75862,0,35.2115622,-80.6076234,750,37,119,5715,1018,3.71E+14,9,9,0,0,8,8,0,0
37,119,5614,1011,3.71E+14,Block 1011,G5040,,,S,242225,0,35.3080464,-80.6931118,750,37,119,5614,1011,3.71E+14,230,67,140,30,163,59,90,21
37,119,6103,1007,3.71E+14,Block 1007,G5040,,,S,0,63651,35.3449919,-80.9632713,750,37,119,6103,1007,3.71E+14,0,0,0,0,0,0,0,0
37,119,6005,1054,3.71E+14,Block 1054,G5040,,,S,19830,0,35.2553244,-80.9681361,750,37,119,6005,1054,3.71E+14,0,0,0,0,0,0,0,0
37,119,6103,1030,3.71E+14,Block 1030,G5040,,,S,0,29654,35.3398825,-80.9520368,750,37,119,6103,1030,3.71E+14,0,0,0,0,0,0,0,0
37,119,6007,1032,3.71E+14,Block 1032,G5040,,,S,13565,0,35.3095482,-80.9926652,750,37,119,6007,1032,3.71E+14,31,10,21,3,19,8,11,2
37,119,6104,2018,3.71E+14,Block 2018,G5040,,,S,12866,0,35.3148743,-80.908013,750,37,119,6104,2018,3.71E+14,36,3,33,0,28,3,25,0
37,119,6007,1038,3.71E+14,Block 1038,G5040,,,S,21379,0,35.3055667,-80.9949762,750,37,119,6007,1038,3.71E+14,7,1,3,0,5,1,3,0
37,119,6007,1019,3.71E+14,Block 1019,G5040,,,S,266,0,35.3169238,-80.9759264,750,37,119,6007,1019,3.71E+14,0,0,0,0,0,0,0,0
37,119,5848,3006,3.71E+14,Block 3006,G5040,,,S,31189,327,35.0898618,-80.7294807,750,37,119,5848,3006,3.71E+14,0,0,0,0,0,0,0,0
37,119,5713,2024,3.71E+14,Block 2024,G5040,,,S,281409,0,35.133889,-80.64751,750,37,119,5713,2024,3.71E+14,111,106,5,8,70,67,3,6
37,119,5710,1001,3.71E+14,Block 1001,G5040,,,S,76348,0,35.1860092,-80.6928645,750,37,119,5710,1001,3.71E+14,184,77,65,33,127,61,39,23
37,119,5710,1004,3.71E+14,Block 1004,G5040,,,S,28039,0,35.1844299,-80.7012488,750,37,119,5710,1004,3.71E+14,80,45,18,16,51,33,10,8
37,119,5712,2018,3.71E+14,Block 2018,G5040,,,S,177082,0,35.1273137,-80.672052,750,37,119,5712,2018,3.71E+14,116,113,0,0,83,82,0,0
37,119,5709,1006,3.71E+14,Block 1006,G5040,,,S,170892,0,35.1297791,-80.6953037,750,37,119,5709,1006,3.71E+14,114,102,5,12,93,85,4,7
37,119,5717,3005,3.71E+14,Block 3005,G5040,,,S,235961,0,35.1499811,-80.7067863,750,37,119,5717,3005,3.71E+14,306,177,93,28,199,117,63,14
37,119,3007,2013,3.71E+14,Block 2013,G5040,,,S,322866,18724,35.1227882,-80.7997646,750,37,119,3007,2013,3.71E+14,334,312,3,10,222,207,2,6
37,119,5912,2017,3.71E+14,Block 2017,G5040,,,S,4427,0,35.1499287,-80.9278427,750,37,119,5912,2017,3.71E+14,27,11,8,3,25,10,8,3
37,119,4000,4040,3.71E+14,Block 4040,G5040,,,S,165559,0,35.2294402,-80.9375487,750,37,119,4000,4040,3.71E+14,0,0,0,0,0,0,0,0
37,119,3902,2013,3.71E+14,Block 2013,G5040,,,S,16255,0,35.2087442,-80.8951144,750,37,119,3902,2013,3.71E+14,110,0,109,4,62,0,61,3
37,119,3902,3005,3.71E+14,Block 3005,G5040,,,S,545631,0,35.2100694,-80.8893236,750,37,119,3902,3005,3.71E+14,170,10,156,7,133,7,123,5
37,119,500,3023,3.71E+14,Block 3023,G5040,,,S,10773,0,35.2301065,-80.8594542,750,37,119,500,3023,3.71E+14,0,0,0,0,0,0,0,0
37,119,5842,3020,3.71E+14,Block 3020,G5040,,,S,8511,0,35.049841,-80.8056553,750,37,119,5842,3020,3.71E+14,37,22,10,4,31,20,7,3
37,119,6104,3001,3.71E+14,Block 3001,G5040,,,S,10104,0,35.3044321,-80.9101536,750,37,119,6104,3001,3.71E+14,59,9,41,0,33,5,22,0
37,119,5912,1010,3.71E+14,Block 1010,G5040,,,S,15594,0,35.185154,-80.9359845,750,37,119,5912,1010,3.71E+14,0,0,0,0,0,0,0,0
37,119,5824,1027,3.71E+14,Block 1027,G5040,,,S,33656,0,35.110901,-80.8960544,750,37,119,5824,1027,3.71E+14,0,0,0,0,0,0,0,0
37,119,2904,1010,3.71E+14,Block 1010,G5040,,,S,43956,0,35.1279575,-80.7930921,750,37,119,2904,1010,3.71E+14,44,41,0,0,35,32,0,0
37,119,500,1004,3.71E+14,Block 1004,G5040,,,S,15201,0,35.235287,-80.8374915,750,37,119,500,1004,3.71E+14,0,0,0,0,0,0,0,0
37,119,500,1001,3.71E+14,Block 1001,G5040,,,S,5713,0,35.2363235,-80.8377887,750,37,119,500,1001,3.71E+14,0,0,0,0,0,0,0,0
37,119,5000,2001,3.71E+14,Block 2001,G5040,,,S,14213,0,35.2598657,-80.8404534,750,37,119,5000,2001,3.71E+14,0,0,0,0,0,0,0,0
37,119,980100,1021,3.71E+14,Block 1021,G5040,,,S,0,5994,35.2147975,-80.946466,750,37,119,980100,1021,3.71E+14,0,0,0,0,0,0,0,0
37,119,600,2029,3.71E+14,Block 2029,G5040,,,S,49188,0,35.2235806,-80.8338226,750,37,119,600,2029,3.71E+14,431,281,80,18,415,279,67,16
37,119,4500,3011,3.71E+14,Block 3011,G5040,,,S,92791,0,35.2430389,-80.8640505,750,37,119,4500,3011,3.71E+14,119,11,82,19,85,9,59,12
37,119,4700,1034,3.71E+14,Block 1034,G5040,,,S,5884,0,35.2390032,-80.8531924,750,37,119,4700,1034,3.71E+14,0,0,0,0,0,0,0,0
37,119,900,1003,3.71E+14,Block 1003,G5040,,,S,43438,0,35.2389036,-80.8086929,750,37,119,900,1003,3.71E+14,67,5,56,0,49,4,42,0
37,119,1400,2035,3.71E+14,Block 2035,G5040,,,S,21675,0,35.2440576,-80.8097566,750,37,119,1400,2035,3.71E+14,13,11,0,2,12,11,0,1
37,119,3105,2001,3.71E+14,Block 2001,G5040,,,S,223061,0,35.1322805,-80.8631192,750,37,119,3105,2001,3.71E+14,151,148,0,2,118,116,0,0
37,119,3108,2009,3.71E+14,Block 2009,G5040,,,S,21224,0,35.1360444,-80.864972,750,37,119,3108,2009,3.71E+14,18,16,0,0,13,11,0,0
37,119,3011,1007,3.71E+14,Block 1007,G5040,,,S,203947,0,35.1438247,-80.8358913,750,37,119,3011,1007,3.71E+14,656,645,4,3,627,618,4,1
37,119,3006,1018,3.71E+14,Block 1018,G5040,,,S,29986,0,35.133022,-80.8298265,750,37,119,3006,1018,3.71E+14,23,23,0,1,20,20,0,1
37,119,2904,3008,3.71E+14,Block 3008,G5040,,,S,22059,0,35.1420772,-80.8197754,750,37,119,2904,3008,3.71E+14,50,40,7,4,41,36,4,2
37,119,3006,1006,3.71E+14,Block 1006,G5040,,,S,63714,0,35.1396237,-80.8294528,750,37,119,3006,1006,3.71E+14,86,85,0,0,66,66,0,0
37,119,2903,3008,3.71E+14,Block 3008,G5040,,,S,26772,0,35.1446374,-80.8316675,750,37,119,2903,3008,3.71E+14,65,61,4,1,59,56,3,1
37,119,5811,1001,3.71E+14,Block 1001,G5040,,,S,52679,0,35.1352539,-80.7646291,750,37,119,5811,1001,3.71E+14,8,0,0,0,5,0,0,0
37,119,4100,2002,3.71E+14,Block 2002,G5040,,,S,11431,0,35.2351134,-80.8578374,750,37,119,4100,2002,3.71E+14,0,0,0,0,0,0,0,0
37,119,600,1025,3.71E+14,Block 1025,G5040,,,S,9262,0,35.2245406,-80.8325075,750,37,119,600,1025,3.71E+14,51,14,29,4,38,12,20,2
37,119,5200,3032,3.71E+14,Block 3032,G5040,,,S,20997,0,35.2409148,-80.8279527,750,37,119,5200,3032,3.71E+14,42,0,42,0,32,0,32,0
37,119,5200,3007,3.71E+14,Block 3007,G5040,,,S,18014,0,35.2470108,-80.8210481,750,37,119,5200,3007,3.71E+14,26,0,26,0,22,0,22,0
37,119,5200,3014,3.71E+14,Block 3014,G5040,,,S,34762,0,35.2448747,-80.821401,750,37,119,5200,3014,3.71E+14,0,0,0,0,0,0,0,0
37,119,800,1009,3.71E+14,Block 1009,G5040,,,S,11045,0,35.2327952,-80.817585,750,37,119,800,1009,3.71E+14,30,1,29,0,24,1,23,0
37,119,3806,1022,3.71E+14,Block 1022,G5040,,,S,37920,0,35.1456909,-80.9225215,750,37,119,3806,1022,3.71E+14,67,4,52,12,55,4,44,8
37,119,3806,4026,3.71E+14,Block 4026,G5040,,,S,273920,0,35.165313,-80.9007291,750,37,119,3806,4026,3.71E+14,210,52,95,68,145,39,63,43
37,119,3806,1014,3.71E+14,Block 1014,G5040,,,S,24204,0,35.1488221,-80.9208212,750,37,119,3806,1014,3.71E+14,49,2,33,14,36,2,25,11
37,119,3806,4025,3.71E+14,Block 4025,G5040,,,S,24305,0,35.1656383,-80.8994035,750,37,119,3806,4025,3.71E+14,59,5,34,22,45,5,27,17
37,119,3807,2007,3.71E+14,Block 2007,G5040,,,S,11228,0,35.1469011,-80.8972439,750,37,119,3807,2007,3.71E+14,0,0,0,0,0,0,0,0
37,119,3806,2019,3.71E+14,Block 2019,G5040,,,S,6030,0,35.1467545,-80.897884,750,37,119,3806,2019,3.71E+14,0,0,0,0,0,0,0,0
37,119,5916,2002,3.71E+14,Block 2002,G5040,,,S,22375,0,35.1285005,-80.9029512,750,37,119,5916,2002,3.71E+14,65,0,51,13,48,0,38,9
37,119,3802,1012,3.71E+14,Block 1012,G5040,,,S,67219,0,35.2041003,-80.8921173,750,37,119,3802,1012,3.71E+14,117,0,116,0,93,0,92,0
37,119,3902,3006,3.71E+14,Block 3006,G5040,,,S,25726,0,35.2110163,-80.8904077,750,37,119,3902,3006,3.71E+14,53,0,53,0,42,0,42,0
37,119,3600,3009,3.71E+14,Block 3009,G5040,,,S,58302,0,35.2118035,-80.8826251,750,37,119,3600,3009,3.71E+14,93,8,75,1,75,4,65,1
37,119,3600,3005,3.71E+14,Block 3005,G5040,,,S,40421,0,35.2140972,-80.8822275,750,37,119,3600,3005,3.71E+14,71,2,65,4,60,2,57,1
37,119,500,1030,3.71E+14,Block 1030,G5040,,,S,5970,0,35.2318422,-80.8330651,750,37,119,500,1030,3.71E+14,0,0,0,0,0,0,0,0
37,119,2701,2014,3.71E+14,Block 2014,G5040,,,S,26944,0,35.2006246,-80.8258687,750,37,119,2701,2014,3.71E+14,0,0,0,0,0,0,0,0
37,119,2701,2017,3.71E+14,Block 2017,G5040,,,S,52314,0,35.1977865,-80.8272905,750,37,119,2701,2017,3.71E+14,195,179,7,5,183,168,7,5
37,119,2800,3001,3.71E+14,Block 3001,G5040,,,S,41672,0,35.2016263,-80.8236772,750,37,119,2800,3001,3.71E+14,56,55,1,0,55,54,1,0
37,119,2002,1013,3.71E+14,Block 1013,G5040,,,S,207571,0,35.170205,-80.773816,750,37,119,2002,1013,3.71E+14,131,127,3,3,110,106,3,3
37,119,1914,1007,3.71E+14,Block 1007,G5040,,,S,216087,0,35.1844162,-80.7658901,750,37,119,1914,1007,3.71E+14,658,177,258,336,436,119,172,217
37,119,1914,2018,3.71E+14,Block 2018,G5040,,,S,21358,0,35.1767181,-80.7658081,750,37,119,1914,2018,3.71E+14,24,23,0,1,19,18,0,1
37,119,1606,1013,3.71E+14,Block 1013,G5040,,,S,67902,0,35.2184427,-80.7570914,750,37,119,1606,1013,3.71E+14,56,34,18,4,47,33,12,2
37,119,1606,1019,3.71E+14,Block 1019,G5040,,,S,85224,0,35.2154871,-80.7567508,750,37,119,1606,1019,3.71E+14,164,56,54,31,135,54,50,16
37,119,1702,4005,3.71E+14,Block 4005,G5040,,,S,22988,0,35.2078684,-80.7593187,750,37,119,1702,4005,3.71E+14,230,48,97,113,156,35,64,82
37,119,1702,4001,3.71E+14,Block 4001,G5040,,,S,37994,0,35.2095577,-80.7633274,750,37,119,1702,4001,3.71E+14,179,48,88,73,109,28,55,40
37,119,1918,2001,3.71E+14,Block 2001,G5040,,,S,20143,0,35.2024762,-80.7558488,750,37,119,1918,2001,3.71E+14,24,8,11,1,21,8,11,1
37,119,2002,1005,3.71E+14,Block 1005,G5040,,,S,9657,0,35.1786917,-80.772549,750,37,119,2002,1005,3.71E+14,8,8,0,0,6,6,0,0
37,119,1918,1004,3.71E+14,Block 1004,G5040,,,S,25675,0,35.1974999,-80.7649231,750,37,119,1918,1004,3.71E+14,37,18,14,2,33,18,10,2
37,119,980200,1045,3.71E+14,Block 1045,G5040,,,S,100323,0,35.114929,-80.9143413,750,37,119,980200,1045,3.71E+14,0,0,0,0,0,0,0,0
37,119,5816,1014,3.71E+14,Block 1014,G5040,,,S,7850,0,35.0646184,-80.815444,750,37,119,5816,1014,3.71E+14,0,0,0,0,0,0,0,0
37,119,5827,1005,3.71E+14,Block 1005,G5040,,,S,36619,0,35.1105336,-80.878575,750,37,119,5827,1005,3.71E+14,73,0,71,6,52,0,50,4
37,119,5614,2026,3.71E+14,Block 2026,G5040,,,S,24547,0,35.2987135,-80.6903773,750,37,119,5614,2026,3.71E+14,40,10,30,0,31,10,21,0
37,119,5614,2009,3.71E+14,Block 2009,G5040,,,S,32156,0,35.3083339,-80.7062659,750,37,119,5614,2009,3.71E+14,121,8,95,9,80,6,63,5
37,119,5513,2006,3.71E+14,Block 2006,G5040,,,S,46873,0,35.3551817,-80.7822111,750,37,119,5513,2006,3.71E+14,62,33,11,7,47,26,7,5
37,119,3500,1003,3.71E+14,Block 1003,G5040,,,S,57424,0,35.207882,-80.8410321,750,37,119,3500,1003,3.71E+14,56,53,1,3,46,45,1,1
37,119,3400,1006,3.71E+14,Block 1006,G5040,,,S,29066,0,35.1976641,-80.8410261,750,37,119,3400,1006,3.71E+14,63,60,0,0,38,36,0,0
37,119,5510,2003,3.71E+14,Block 2003,G5040,,,S,30621,0,35.3177686,-80.8264007,750,37,119,5510,2003,3.71E+14,70,6,51,16,44,5,32,9
37,119,5521,2023,3.71E+14,Block 2023,G5040,,,S,4535,0,35.3347232,-80.7382534,750,37,119,5521,2023,3.71E+14,39,18,16,6,35,15,16,3
37,119,5524,4001,3.71E+14,Block 4001,G5040,,,S,10197,0,35.2977713,-80.7890508,750,37,119,5524,4001,3.71E+14,37,3,34,0,24,2,22,0
37,119,5403,1025,3.71E+14,Block 1025,G5040,,,S,87016,0,35.2882514,-80.8281078,750,37,119,5403,1025,3.71E+14,66,26,20,5,53,24,18,4
37,119,6104,3041,3.71E+14,Block 3041,G5040,,,S,45957,0,35.2876394,-80.9085196,750,37,119,6104,3041,3.71E+14,0,0,0,0,0,0,0,0
37,119,5812,2007,3.71E+14,Block 2007,G5040,,,S,658,0,35.1388658,-80.7359045,750,37,119,5812,2007,3.71E+14,0,0,0,0,0,0,0,0
37,119,5301,1021,3.71E+14,Block 1021,G5040,,,S,15209,0,35.2596284,-80.7994965,750,37,119,5301,1021,3.71E+14,90,12,59,19,58,8,37,15
37,119,3106,2012,3.71E+14,Block 2012,G5040,,,S,12464,0,35.144134,-80.863441,750,37,119,3106,2012,3.71E+14,0,0,0,0,0,0,0,0
37,119,3106,2013,3.71E+14,Block 2013,G5040,,,S,11659,0,35.1455778,-80.8675744,750,37,119,3106,2013,3.71E+14,13,10,1,0,13,10,1,0
37,119,6107,2024,3.71E+14,Block 2024,G5040,,,S,23876,0,35.3384253,-80.8539485,750,37,119,6107,2024,3.71E+14,176,111,34,6,166,108,30,4
37,119,5838,1008,3.71E+14,Block 1008,G5040,,,S,95034,0,35.0344238,-80.8631055,750,37,119,5838,1008,3.71E+14,129,85,10,10,76,53,5,3
37,119,5514,3013,3.71E+14,Block 3013,G5040,,,S,1163,0,35.3296166,-80.77515,750,37,119,5514,3013,3.71E+14,0,0,0,0,0,0,0,0
37,119,5521,2026,3.71E+14,Block 2026,G5040,,,S,12829,0,35.3350937,-80.7368355,750,37,119,5521,2026,3.71E+14,183,54,101,22,134,49,61,10
37,119,5917,1000,3.71E+14,Block 1000,G5040,,,S,20942,0,35.1121591,-80.9702681,750,37,119,5917,1000,3.71E+14,37,19,12,3,29,14,10,1
37,119,5843,1010,3.71E+14,Block 1010,G5040,,,S,5320,0,35.0333951,-80.8224696,750,37,119,5843,1010,3.71E+14,5,5,0,0,2,2,0,0
37,119,5838,2009,3.71E+14,Block 2009,G5040,,,S,4902,0,35.0246958,-80.8516572,750,37,119,5838,2009,3.71E+14,0,0,0,0,0,0,0,0
37,119,5838,3048,3.71E+14,Block 3048,G5040,,,S,8033,0,35.0267044,-80.8400877,750,37,119,5838,3048,3.71E+14,2,2,0,0,2,2,0,0
37,119,5838,3021,3.71E+14,Block 3021,G5040,,,S,3180,0,35.0258325,-80.8412588,750,37,119,5838,3021,3.71E+14,0,0,0,0,0,0,0,0
37,119,6405,2056,3.71E+14,Block 2056,G5040,,,S,11002,0,35.462555,-80.8391497,750,37,119,6405,2056,3.71E+14,0,0,0,0,0,0,0,0
37,119,6404,1006,3.71E+14,Block 1006,G5040,,,S,165209,0,35.5053374,-80.8010946,750,37,119,6404,1006,3.71E+14,0,0,0,0,0,0,0,0
37,119,6403,3027,3.71E+14,Block 3027,G5040,,,S,22598,0,35.4805582,-80.8300181,750,37,119,6403,3027,3.71E+14,2,1,0,1,2,1,0,1
37,119,6208,1014,3.71E+14,Block 1014,G5040,,,S,376207,0,35.4728511,-80.8773123,750,37,119,6208,1014,3.71E+14,8,7,0,0,5,5,0,0
37,119,6203,1001,3.71E+14,Block 1001,G5040,,,S,0,1895,35.4946697,-80.8991702,750,37,119,6203,1001,3.71E+14,0,0,0,0,0,0,0,0
37,119,6204,3030,3.71E+14,Block 3030,G5040,,,S,781100,109,35.4722693,-80.9232405,750,37,119,6204,3030,3.71E+14,464,439,15,6,358,344,8,3
37,119,6203,2022,3.71E+14,Block 2022,G5040,,,S,70016,0,35.4835904,-80.8810829,750,37,119,6203,2022,3.71E+14,0,0,0,0,0,0,0,0
37,119,6203,1005,3.71E+14,Block 1005,G5040,,,S,66317,0,35.4922043,-80.8952358,750,37,119,6203,1005,3.71E+14,84,83,0,0,79,78,0,0
37,119,6213,2019,3.71E+14,Block 2019,G5040,,,S,17794,0,35.3992929,-80.9125636,750,37,119,6213,2019,3.71E+14,61,48,13,0,40,36,4,0
37,119,6208,1024,3.71E+14,Block 1024,G5040,,,S,27127,0,35.4797293,-80.8873298,750,37,119,6208,1024,3.71E+14,0,0,0,0,0,0,0,0
37,119,6213,1011,3.71E+14,Block 1011,G5040,,,S,316198,240,35.417635,-80.94295,750,37,119,6213,1011,3.71E+14,14,12,2,0,12,10,2,0
37,119,6209,2008,3.71E+14,Block 2008,G5040,,,S,17742,0,35.4503864,-80.8889867,750,37,119,6209,2008,3.71E+14,0,0,0,0,0,0,0,0
37,119,6210,1002,3.71E+14,Block 1002,G5040,,,S,9523,0,35.4414763,-80.8845778,750,37,119,6210,1002,3.71E+14,59,52,2,1,58,52,1,1
37,119,6209,2003,3.71E+14,Block 2003,G5040,,,S,48397,0,35.4476416,-80.8875699,750,37,119,6209,2003,3.71E+14,144,125,4,0,131,116,4,0
37,119,6209,2022,3.71E+14,Block 2022,G5040,,,S,9472,0,35.4454334,-80.8906245,750,37,119,6209,2022,3.71E+14,0,0,0,0,0,0,0,0
37,119,6208,1049,3.71E+14,Block 1049,G5040,,,S,7473,0,35.4679076,-80.8877469,750,37,119,6208,1049,3.71E+14,13,13,0,0,12,12,0,0
37,119,6203,1009,3.71E+14,Block 1009,G5040,,,S,386723,0,35.48824,-80.8982148,750,37,119,6203,1009,3.71E+14,265,254,4,4,187,180,2,2
37,119,6203,1021,3.71E+14,Block 1021,G5040,,,S,41268,0,35.4874935,-80.8966094,750,37,119,6203,1021,3.71E+14,57,48,8,1,42,35,7,1
37,119,6204,3009,3.71E+14,Block 3009,G5040,,,S,22359,0,35.4779547,-80.8969491,750,37,119,6204,3009,3.71E+14,42,39,0,0,27,25,0,0
37,119,6204,3029,3.71E+14,Block 3029,G5040,,,S,0,267726,35.4895245,-80.9421599,750,37,119,6204,3029,3.71E+14,0,0,0,0,0,0,0,0
37,119,6303,2009,3.71E+14,Block 2009,G5040,,,S,3389,0,35.4283446,-80.8500074,750,37,119,6303,2009,3.71E+14,10,10,0,0,8,8,0,0
37,119,6304,2008,3.71E+14,Block 2008,G5040,,,S,1426101,0,35.431454,-80.8234429,750,37,119,6304,2008,3.71E+14,1264,1175,38,38,815,756,24,24
37,119,6303,2010,3.71E+14,Block 2010,G5040,,,S,12324,0,35.4285364,-80.859149,750,37,119,6303,2010,3.71E+14,28,20,6,1,19,15,3,1
37,119,6303,2026,3.71E+14,Block 2026,G5040,,,S,181167,0,35.4283963,-80.8460935,750,37,119,6303,2026,3.71E+14,104,99,1,7,76,73,1,5
