STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,SUMLEV,STATE,COUNTY,TRACT,BLOCK,GEOID10_1,P0010001,P0010003,P0010004,P0020002,P0030001,P0030003,P0030004,P0040002
37,119,3500,1008,3.71E+14,Block 1008,G5040,,,S,12720,0,35.2043454,-80.8432138,750,37,119,3500,1008,3.71E+14,35,33,2,2,34,32,2,2
37,119,3400,1000,3.71E+14,Block 1000,G5040,,,S,36501,0,35.1997937,-80.8446807,750,37,119,3400,1000,3.71E+14,48,44,4,4,32,30,2,3
37,119,3300,2014,3.71E+14,Block 2014,G5040,,,S,36199,0,35.1916089,-80.8646554,750,37,119,3300,2014,3.71E+14,45,36,1,5,40,34,1,2
37,119,3300,1011,3.71E+14,Block 1011,G5040,,,S,30497,0,35.1946571,-80.8602324,750,37,119,3300,1011,3.71E+14,43,42,0,1,34,33,0,1
37,119,3201,2014,3.71E+14,Block 2014,G5040,,,S,45935,0,35.1815794,-80.8670868,750,37,119,3201,2014,3.71E+14,76,59,5,4,61,48,5,2
37,119,3203,2004,3.71E+14,Block 2004,G5040,,,S,43012,0,35.1786282,-80.8610448,750,37,119,3203,2004,3.71E+14,54,35,19,0,43,31,12,0
37,119,3203,2005,3.71E+14,Block 2005,G5040,,,S,42197,0,35.1768214,-80.85982,750,37,119,3203,2005,3.71E+14,53,45,0,8,43,37,0,6
37,119,3300,1004,3.71E+14,Block 1004,G5040,,,S,13492,0,35.1936073,-80.8542408,750,37,119,3300,1004,3.71E+14,13,13,0,0,12,12,0,0
37,119,2904,2009,3.71E+14,Block 2009,G5040,,,S,21409,0,35.1518782,-80.8029723,750,37,119,2904,2009,3.71E+14,18,18,0,1,14,14,0,1
37,119,2003,2014,3.71E+14,Block 2014,G5040,,,S,69462,0,35.1566527,-80.7612801,750,37,119,2003,2014,3.71E+14,59,56,2,1,54,51,2,0
37,119,3007,2019,3.71E+14,Block 2019,G5040,,,S,24774,0,35.1223946,-80.8039943,750,37,119,3007,2019,3.71E+14,35,35,0,0,23,23,0,0
37,119,2904,5005,3.71E+14,Block 5005,G5040,,,S,50201,0,35.1415054,-80.7873693,750,37,119,2904,5005,3.71E+14,60,60,0,5,42,42,0,4
37,119,3008,3007,3.71E+14,Block 3007,G5040,,,S,37147,0,35.0928604,-80.8373327,750,37,119,3008,3007,3.71E+14,51,45,3,10,45,40,3,7
37,119,5909,2017,3.71E+14,Block 2017,G5040,,,S,33060,0,35.1447256,-80.9788681,750,37,119,5909,2017,3.71E+14,107,12,65,15,70,10,44,7
37,119,5914,3013,3.71E+14,Block 3013,G5040,,,S,62961,0,35.1219776,-80.9541252,750,37,119,5914,3013,3.71E+14,0,0,0,0,0,0,0,0
37,119,5914,1015,3.71E+14,Block 1015,G5040,,,S,81193,0,35.1133908,-80.9825613,750,37,119,5914,1015,3.71E+14,140,73,31,7,95,49,20,3
37,119,980200,1011,3.71E+14,Block 1011,G5040,,,S,262553,0,35.1242624,-80.9400353,750,37,119,980200,1011,3.71E+14,0,0,0,0,0,0,0,0
37,119,3204,3004,3.71E+14,Block 3004,G5040,,,S,90439,0,35.1817235,-80.8500798,750,37,119,3204,3004,3.71E+14,67,67,0,0,42,42,0,0
37,119,5839,1022,3.71E+14,Block 1022,G5040,,,S,52946,0,35.0691386,-80.8419462,750,37,119,5839,1022,3.71E+14,0,0,0,0,0,0,0,0
37,119,3103,2011,3.71E+14,Block 2011,G5040,,,S,28378,0,35.1699834,-80.8692953,750,37,119,3103,2011,3.71E+14,40,39,0,4,34,33,0,4
37,119,3103,1019,3.71E+14,Block 1019,G5040,,,S,45092,0,35.1659574,-80.8561899,750,37,119,3103,1019,3.71E+14,58,57,0,0,48,47,0,0
37,119,3103,2031,3.71E+14,Block 2031,G5040,,,S,34239,0,35.1653172,-80.8723908,750,37,119,3103,2031,3.71E+14,49,45,4,1,43,40,3,1
37,119,3106,1012,3.71E+14,Block 1012,G5040,,,S,187286,0,35.1464646,-80.8771692,750,37,119,3106,1012,3.71E+14,0,0,0,0,0,0,0,0
37,119,5844,1017,3.71E+14,Block 1017,G5040,,,S,102382,0,35.0219748,-80.8261144,750,37,119,5844,1017,3.71E+14,108,83,3,4,70,54,3,2
37,119,3008,3003,3.71E+14,Block 3003,G5040,,,S,31999,0,35.0953281,-80.8365202,750,37,119,3008,3003,3.71E+14,43,21,5,2,34,21,3,2
37,119,3008,3010,3.71E+14,Block 3010,G5040,,,S,54831,0,35.093368,-80.8385987,750,37,119,3008,3010,3.71E+14,75,52,18,2,54,39,10,2
37,119,5842,1004,3.71E+14,Block 1004,G5040,,,S,105599,0,35.049833,-80.8121205,750,37,119,5842,1004,3.71E+14,403,334,34,47,330,278,30,32
37,119,3008,1003,3.71E+14,Block 1003,G5040,,,S,59021,0,35.1091642,-80.8294086,750,37,119,3008,1003,3.71E+14,89,87,2,0,64,62,2,0
37,119,5831,1011,3.71E+14,Block 1011,G5040,,,S,7733,0,35.08088,-80.8336803,750,37,119,5831,1011,3.71E+14,28,20,3,6,21,14,3,4
37,119,3013,2016,3.71E+14,Block 2016,G5040,,,S,23335,0,35.11546,-80.8033171,750,37,119,3013,2016,3.71E+14,35,35,0,0,27,27,0,0
37,119,3013,2009,3.71E+14,Block 2009,G5040,,,S,62096,0,35.1171577,-80.7969886,750,37,119,3013,2009,3.71E+14,68,62,6,0,57,52,5,0
37,119,5617,1009,3.71E+14,Block 1009,G5040,,,S,110523,0,35.2500451,-80.7167861,750,37,119,5617,1009,3.71E+14,171,41,106,35,124,31,80,19
37,119,1508,2017,3.71E+14,Block 2017,G5040,,,S,63087,0,35.2356023,-80.7272625,750,37,119,1508,2017,3.71E+14,34,29,5,0,29,26,3,0
37,119,1922,2003,3.71E+14,Block 2003,G5040,,,S,91969,0,35.2170905,-80.6935892,750,37,119,1922,2003,3.71E+14,219,17,175,12,122,14,97,5
37,119,5616,1014,3.71E+14,Block 1014,G5040,,,S,46183,0,35.2599362,-80.6914648,750,37,119,5616,1014,3.71E+14,16,16,0,8,11,11,0,4
37,119,3108,2005,3.71E+14,Block 2005,G5040,,,S,33366,0,35.1353547,-80.8674008,750,37,119,3108,2005,3.71E+14,54,48,0,0,48,43,0,0
37,119,3105,2008,3.71E+14,Block 2008,G5040,,,S,77943,0,35.1230928,-80.8624659,750,37,119,3105,2008,3.71E+14,113,112,0,0,92,91,0,0
37,119,3105,1008,3.71E+14,Block 1008,G5040,,,S,27977,0,35.1421433,-80.853924,750,37,119,3105,1008,3.71E+14,39,37,0,0,34,32,0,0
37,119,3105,1012,3.71E+14,Block 1012,G5040,,,S,8635,0,35.1384389,-80.8520774,750,37,119,3105,1012,3.71E+14,0,0,0,0,0,0,0,0
37,119,3011,1008,3.71E+14,Block 1008,G5040,,,S,63831,0,35.1446524,-80.8388862,750,37,119,3011,1008,3.71E+14,68,68,0,0,55,55,0,0
37,119,3011,2007,3.71E+14,Block 2007,G5040,,,S,46308,0,35.1331316,-80.8407026,750,37,119,3011,2007,3.71E+14,63,61,0,0,45,43,0,0
37,119,3011,2004,3.71E+14,Block 2004,G5040,,,S,25412,0,35.1349612,-80.8432672,750,37,119,3011,2004,3.71E+14,32,32,0,0,25,25,0,0
37,119,980300,1000,3.71E+14,Block 1000,G5040,,,S,52154,0,35.220424,-80.8382501,750,37,119,980300,1000,3.71E+14,0,0,0,0,0,0,0,0
37,119,600,2030,3.71E+14,Block 2030,G5040,,,S,10279,0,35.2226958,-80.8346884,750,37,119,600,2030,3.71E+14,0,0,0,0,0,0,0,0
37,119,1609,2018,3.71E+14,Block 2018,G5040,,,S,29005,0,35.2105564,-80.740789,750,37,119,1609,2018,3.71E+14,51,21,9,9,41,21,5,6
37,119,2100,2013,3.71E+14,Block 2013,G5040,,,S,48207,0,35.180905,-80.7795253,750,37,119,2100,2013,3.71E+14,31,28,3,0,29,26,3,0
37,119,2002,1025,3.71E+14,Block 1025,G5040,,,S,46391,0,35.1751101,-80.7892991,750,37,119,2002,1025,3.71E+14,55,55,0,0,38,38,0,0
37,119,1504,3010,3.71E+14,Block 3010,G5040,,,S,31643,0,35.2360077,-80.7478784,750,37,119,1504,3010,3.71E+14,60,3,46,9,43,2,33,7
37,119,1504,3011,3.71E+14,Block 3011,G5040,,,S,122665,0,35.2350328,-80.7397801,750,37,119,1504,3011,3.71E+14,62,4,47,6,35,3,25,4
37,119,1912,3000,3.71E+14,Block 3000,G5040,,,S,70609,0,35.2276087,-80.7289906,750,37,119,1912,3000,3.71E+14,256,25,216,15,192,21,158,11
37,119,1912,3003,3.71E+14,Block 3003,G5040,,,S,690,0,35.2276425,-80.7297318,750,37,119,1912,3003,3.71E+14,1,0,1,0,1,0,1,0
37,119,5604,2000,3.71E+14,Block 2000,G5040,,,S,49707,0,35.3087695,-80.7258276,750,37,119,5604,2000,3.71E+14,105,78,16,10,105,78,16,10
37,119,5618,1011,3.71E+14,Block 1011,G5040,,,S,156297,0,35.27726,-80.6804968,750,37,119,5618,1011,3.71E+14,157,124,28,4,109,89,17,1
37,119,5824,1008,3.71E+14,Block 1008,G5040,,,S,148414,0,35.1278422,-80.8813972,750,37,119,5824,1008,3.71E+14,0,0,0,0,0,0,0,0
37,119,6008,2002,3.71E+14,Block 2002,G5040,,,S,52371,0,35.3131946,-80.9635194,750,37,119,6008,2002,3.71E+14,60,47,8,0,43,35,6,0
37,119,5824,1003,3.71E+14,Block 1003,G5040,,,S,0,13468,35.1359633,-80.8808541,750,37,119,5824,1003,3.71E+14,0,0,0,0,0,0,0,0
37,119,5523,2010,3.71E+14,Block 2010,G5040,,,S,6769,0,35.3152753,-80.741615,750,37,119,5523,2010,3.71E+14,86,10,41,5,70,9,33,2
37,119,3108,2001,3.71E+14,Block 2001,G5040,,,S,57723,0,35.1372855,-80.8717404,750,37,119,3108,2001,3.71E+14,82,58,10,9,71,53,5,8
37,119,3006,2003,3.71E+14,Block 2003,G5040,,,S,17135,0,35.1297304,-80.8344789,750,37,119,3006,2003,3.71E+14,54,36,5,6,45,32,4,3
37,119,3102,2014,3.71E+14,Block 2014,G5040,,,S,28933,0,35.1565565,-80.8654714,750,37,119,3102,2014,3.71E+14,26,22,0,4,25,21,0,4
37,119,3103,3001,3.71E+14,Block 3001,G5040,,,S,14934,0,35.1641716,-80.8518839,750,37,119,3103,3001,3.71E+14,26,23,0,3,20,17,0,3
37,119,2906,1001,3.71E+14,Block 1001,G5040,,,S,176787,0,35.167615,-80.8444902,750,37,119,2906,1001,3.71E+14,442,391,25,27,403,358,24,23
37,119,2002,1022,3.71E+14,Block 1022,G5040,,,S,111524,0,35.1756584,-80.7859598,750,37,119,2002,1022,3.71E+14,79,64,9,1,67,55,7,1
37,119,2100,2015,3.71E+14,Block 2015,G5040,,,S,48263,0,35.180002,-80.7833509,750,37,119,2100,2015,3.71E+14,43,39,1,3,34,32,1,3
37,119,1802,2008,3.71E+14,Block 2008,G5040,,,S,15473,0,35.1956059,-80.7704633,750,37,119,1802,2008,3.71E+14,21,16,5,0,16,12,4,0
37,119,1802,2019,3.71E+14,Block 2019,G5040,,,S,26952,0,35.1935008,-80.7681936,750,37,119,1802,2019,3.71E+14,35,17,17,0,30,16,14,0
37,119,1802,1010,3.71E+14,Block 1010,G5040,,,S,19981,0,35.1865055,-80.7764095,750,37,119,1802,1010,3.71E+14,25,16,9,5,20,13,7,2
37,119,1702,3011,3.71E+14,Block 3011,G5040,,,S,29816,0,35.2023964,-80.7651004,750,37,119,1702,3011,3.71E+14,48,27,15,5,40,24,13,2
37,119,1912,1011,3.71E+14,Block 1011,G5040,,,S,23578,0,35.2166451,-80.7319669,750,37,119,1912,1011,3.71E+14,37,14,21,8,29,11,16,5
37,119,5000,1017,3.71E+14,Block 1017,G5040,,,S,21048,0,35.2473543,-80.8406728,750,37,119,5000,1017,3.71E+14,216,0,214,0,104,0,103,0
37,119,5000,1015,3.71E+14,Block 1015,G5040,,,S,13503,0,35.2482585,-80.8392827,750,37,119,5000,1015,3.71E+14,44,12,30,0,33,12,19,0
37,119,5824,1006,3.71E+14,Block 1006,G5040,,,S,9087,0,35.1263732,-80.8779293,750,37,119,5824,1006,3.71E+14,0,0,0,0,0,0,0,0
37,119,5618,1015,3.71E+14,Block 1015,G5040,,,S,40697,0,35.2639198,-80.6873567,750,37,119,5618,1015,3.71E+14,17,7,5,6,14,6,4,5
37,119,1923,2004,3.71E+14,Block 2004,G5040,,,S,56688,0,35.2099505,-80.710055,750,37,119,1923,2004,3.71E+14,56,35,17,4,46,30,14,4
37,119,5508,2002,3.71E+14,Block 2002,G5040,,,S,67663,0,35.3459294,-80.8148166,750,37,119,5508,2002,3.71E+14,172,138,18,7,122,96,14,5
37,119,5909,2016,3.71E+14,Block 2016,G5040,,,S,87018,0,35.1381794,-80.9791389,750,37,119,5909,2016,3.71E+14,0,0,0,0,0,0,0,0
37,119,4000,4021,3.71E+14,Block 4021,G5040,,,S,348381,0,35.2322845,-80.931836,750,37,119,4000,4021,3.71E+14,23,10,12,2,18,7,10,1
37,119,5913,1000,3.71E+14,Block 1000,G5040,,,S,26892,0,35.1518415,-80.961266,750,37,119,5913,1000,3.71E+14,0,0,0,0,0,0,0,0
37,119,980100,1003,3.71E+14,Block 1003,G5040,,,S,40288,0,35.2215114,-80.9251669,750,37,119,980100,1003,3.71E+14,0,0,0,0,0,0,0,0
37,119,980100,1001,3.71E+14,Block 1001,G5040,,,S,113775,0,35.2210057,-80.9265801,750,37,119,980100,1001,3.71E+14,0,0,0,0,0,0,0,0
37,119,980100,1005,3.71E+14,Block 1005,G5040,,,S,60090,0,35.2174807,-80.9242666,750,37,119,980100,1005,3.71E+14,0,0,0,0,0,0,0,0
37,119,3903,2015,3.71E+14,Block 2015,G5040,,,S,5207,0,35.206208,-80.9275292,750,37,119,3903,2015,3.71E+14,8,0,3,5,8,0,3,5
37,119,3805,1015,3.71E+14,Block 1015,G5040,,,S,148760,10473,35.1871146,-80.9197794,750,37,119,3805,1015,3.71E+14,0,0,0,0,0,0,0,0
37,119,3805,1038,3.71E+14,Block 1038,G5040,,,S,13758,0,35.1823703,-80.8999544,750,37,119,3805,1038,3.71E+14,117,41,40,20,89,32,31,10
37,119,3805,1006,3.71E+14,Block 1006,G5040,,,S,63515,0,35.1840117,-80.9011237,750,37,119,3805,1006,3.71E+14,0,0,0,0,0,0,0,0
37,119,3902,1002,3.71E+14,Block 1002,G5040,,,S,14993,0,35.218805,-80.9050345,750,37,119,3902,1002,3.71E+14,1,0,1,0,1,0,1,0
37,119,3902,4007,3.71E+14,Block 4007,G5040,,,S,20133,0,35.2077777,-80.9041354,750,37,119,3902,4007,3.71E+14,66,3,59,0,40,2,36,0
37,119,3902,4005,3.71E+14,Block 4005,G5040,,,S,14600,0,35.2107312,-80.9023634,750,37,119,3902,4005,3.71E+14,10,0,10,0,9,0,9,0
37,119,3902,4002,3.71E+14,Block 4002,G5040,,,S,20470,0,35.2091019,-80.8991079,750,37,119,3902,4002,3.71E+14,4,0,4,0,4,0,4,0
37,119,5523,3012,3.71E+14,Block 3012,G5040,,,S,7071,0,35.3251629,-80.7406222,750,37,119,5523,3012,3.71E+14,62,20,24,4,54,20,19,2
37,119,5842,1005,3.71E+14,Block 1005,G5040,,,S,9083,0,35.0498874,-80.8125906,750,37,119,5842,1005,3.71E+14,52,51,0,1,46,45,0,1
37,119,5831,1003,3.71E+14,Block 1003,G5040,,,S,129215,0,35.0810588,-80.8290843,750,37,119,5831,1003,3.71E+14,0,0,0,0,0,0,0,0
37,119,6109,1034,3.71E+14,Block 1034,G5040,,,S,15418,0,35.3258557,-80.8594711,750,37,119,6109,1034,3.71E+14,28,0,28,0,24,0,24,0
37,119,6109,1037,3.71E+14,Block 1037,G5040,,,S,23359,0,35.3229717,-80.8594429,750,37,119,6109,1037,3.71E+14,35,0,35,0,31,0,31,0
37,119,6109,1030,3.71E+14,Block 1030,G5040,,,S,30365,0,35.3162735,-80.859915,750,37,119,6109,1030,3.71E+14,21,0,21,0,17,0,17,0
37,119,5508,1018,3.71E+14,Block 1018,G5040,,,S,8023,0,35.344544,-80.824579,750,37,119,5508,1018,3.71E+14,0,0,0,0,0,0,0,0
37,119,5514,2013,3.71E+14,Block 2013,G5040,,,S,205990,0,35.3346896,-80.7934854,750,37,119,5514,2013,3.71E+14,164,11,149,10,88,4,83,4
37,119,5611,1012,3.71E+14,Block 1012,G5040,,,S,192595,0,35.330537,-80.7099842,750,37,119,5611,1012,3.71E+14,119,27,79,12,79,20,51,8
37,119,6009,1041,3.71E+14,Block 1041,G5040,,,S,20460,0,35.2792738,-80.9371033,750,37,119,6009,1041,3.71E+14,0,0,0,0,0,0,0,0
37,119,6006,2009,3.71E+14,Block 2009,G5040,,,S,82393,0,35.2779566,-80.9522671,750,37,119,6006,2009,3.71E+14,184,54,105,21,128,43,67,8
37,119,6006,2008,3.71E+14,Block 2008,G5040,,,S,35889,0,35.2764548,-80.9500799,750,37,119,6006,2008,3.71E+14,70,36,30,9,51,29,20,8
37,119,6006,3002,3.71E+14,Block 3002,G5040,,,S,36275,0,35.2531938,-80.9487734,750,37,119,6006,3002,3.71E+14,36,23,6,3,26,18,3,1
37,119,6006,3018,3.71E+14,Block 3018,G5040,,,S,492068,0,35.2446805,-80.9493294,750,37,119,6006,3018,3.71E+14,123,64,20,35,88,53,14,17
37,119,1605,1009,3.71E+14,Block 1009,G5040,,,S,27899,0,35.2155307,-80.7733652,750,37,119,1605,1009,3.71E+14,213,29,68,133,154,21,54,90
37,119,5510,1000,3.71E+14,Block 1000,G5040,,,S,247914,756,35.3372838,-80.8266564,750,37,119,5510,1000,3.71E+14,0,0,0,0,0,0,0,0
37,119,5524,1007,3.71E+14,Block 1007,G5040,,,S,1560,0,35.3040043,-80.7708223,750,37,119,5524,1007,3.71E+14,0,0,0,0,0,0,0,0
37,119,5610,2008,3.71E+14,Block 2008,G5040,,,S,26158,0,35.3157184,-80.6967475,750,37,119,5610,2008,3.71E+14,34,21,13,0,27,17,10,0
37,119,5609,1006,3.71E+14,Block 1006,G5040,,,S,20926,0,35.3276897,-80.7231093,750,37,119,5609,1006,3.71E+14,83,37,12,42,53,24,8,24
37,119,5906,2022,3.71E+14,Block 2022,G5040,,,S,71103,597,35.236907,-80.9495345,750,37,119,5906,2022,3.71E+14,1,0,1,0,1,0,1,0
37,119,6006,3023,3.71E+14,Block 3023,G5040,,,S,16766,0,35.2430791,-80.9470497,750,37,119,6006,3023,3.71E+14,9,7,0,2,7,5,0,2
37,119,5841,1001,3.71E+14,Block 1001,G5040,,,S,601563,0,35.0477563,-80.840844,750,37,119,5841,1001,3.71E+14,578,498,19,30,358,307,11,17
37,119,6104,1025,3.71E+14,Block 1025,G5040,,,S,15344,0,35.3014008,-80.9308123,750,37,119,6104,1025,3.71E+14,15,11,0,0,11,8,0,0
37,119,6010,2009,3.71E+14,Block 2009,G5040,,,S,47049,0,35.2903727,-80.9353052,750,37,119,6010,2009,3.71E+14,90,11,69,11,57,8,42,7
37,119,6009,1043,3.71E+14,Block 1043,G5040,,,S,31095,0,35.2767877,-80.9379053,750,37,119,6009,1043,3.71E+14,0,0,0,0,0,0,0,0
37,119,6010,4016,3.71E+14,Block 4016,G5040,,,S,9107,0,35.2788222,-80.9311836,750,37,119,6010,4016,3.71E+14,0,0,0,0,0,0,0,0
37,119,6104,3039,3.71E+14,Block 3039,G5040,,,S,116465,0,35.2943482,-80.9151608,750,37,119,6104,3039,3.71E+14,4,0,4,0,4,0,4,0
37,119,6010,4018,3.71E+14,Block 4018,G5040,,,S,39863,3251,35.2808498,-80.9189039,750,37,119,6010,4018,3.71E+14,9,9,0,0,7,7,0,0
37,119,6010,4014,3.71E+14,Block 4014,G5040,,,S,47500,0,35.2803819,-80.9154657,750,37,119,6010,4014,3.71E+14,33,14,14,0,28,13,11,0
37,119,5605,2007,3.71E+14,Block 2007,G5040,,,S,25414,0,35.2913738,-80.7304416,750,37,119,5605,2007,3.71E+14,205,124,57,6,190,119,47,6
37,119,5605,3006,3.71E+14,Block 3006,G5040,,,S,69488,0,35.3013564,-80.7250623,750,37,119,5605,3006,3.71E+14,485,201,168,94,403,194,121,69
37,119,5605,1001,3.71E+14,Block 1001,G5040,,,S,41702,0,35.2942731,-80.7427887,750,37,119,5605,1001,3.71E+14,0,0,0,0,0,0,0,0
37,119,6007,3032,3.71E+14,Block 3032,G5040,,,S,101443,0,35.3332197,-80.9704958,750,37,119,6007,3032,3.71E+14,25,24,0,0,22,21,0,0
37,119,6007,2040,3.71E+14,Block 2040,G5040,,,S,108106,0,35.3169094,-80.9636957,750,37,119,6007,2040,3.71E+14,17,13,2,0,17,13,2,0
37,119,5845,1005,3.71E+14,Block 1005,G5040,,,S,13955,0,35.0393323,-80.7966312,750,37,119,5845,1005,3.71E+14,17,15,2,0,14,13,1,0
37,119,5831,2005,3.71E+14,Block 2005,G5040,,,S,1009,0,35.0819221,-80.8442123,750,37,119,5831,2005,3.71E+14,0,0,0,0,0,0,0,0
37,119,5831,2004,3.71E+14,Block 2004,G5040,,,S,4469,0,35.0819309,-80.8439326,750,37,119,5831,2004,3.71E+14,15,15,0,0,14,14,0,0
37,119,5844,2013,3.71E+14,Block 2013,G5040,,,S,147164,0,35.0271665,-80.8162245,750,37,119,5844,2013,3.71E+14,257,227,19,16,174,157,13,11
37,119,5839,1025,3.71E+14,Block 1025,G5040,,,S,73189,0,35.0661453,-80.854473,750,37,119,5839,1025,3.71E+14,0,0,0,0,0,0,0,0
37,119,5816,1012,3.71E+14,Block 1012,G5040,,,S,247524,0,35.0692563,-80.8154079,750,37,119,5816,1012,3.71E+14,138,121,13,8,108,96,11,4
37,119,6010,4022,3.71E+14,Block 4022,G5040,,,S,185700,2061,35.276366,-80.9110217,750,37,119,6010,4022,3.71E+14,34,25,5,1,27,21,3,0
37,119,6104,4032,3.71E+14,Block 4032,G5040,,,S,38900,0,35.2989433,-80.8937516,750,37,119,6104,4032,3.71E+14,30,28,2,0,25,23,2,0
37,119,4400,1048,3.71E+14,Block 1048,G5040,,,S,213522,0,35.2726249,-80.8941422,750,37,119,4400,1048,3.71E+14,0,0,0,0,0,0,0,0
37,119,4303,1017,3.71E+14,Block 1017,G5040,,,S,545593,6759,35.2499746,-80.9293338,750,37,119,4303,1017,3.71E+14,280,102,137,34,212,90,96,24
37,119,4000,1002,3.71E+14,Block 1002,G5040,,,S,568340,1041,35.2409638,-80.8923635,750,37,119,4000,1002,3.71E+14,0,0,0,0,0,0,0,0
37,119,4000,4020,3.71E+14,Block 4020,G5040,,,S,9556,0,35.2343273,-80.9330178,750,37,119,4000,4020,3.71E+14,0,0,0,0,0,0,0,0
37,119,4000,4009,3.71E+14,Block 4009,G5040,,,S,10146,0,35.2379541,-80.9186805,750,37,119,4000,4009,3.71E+14,0,0,0,0,0,0,0,0
37,119,980200,1003,3.71E+14,Block 1003,G5040,,,S,174416,0,35.1218904,-80.9323448,750,37,119,980200,1003,3.71E+14,0,0,0,0,0,0,0,0
37,119,5917,2005,3.71E+14,Block 2005,G5040,,,S,254217,0,35.1039409,-80.9566024,750,37,119,5917,2005,3.71E+14,0,0,0,0,0,0,0,0
37,119,5401,2000,3.71E+14,Block 2000,G5040,,,S,4036,0,35.304913,-80.8608487,750,37,119,5401,2000,3.71E+14,0,0,0,0,0,0,0,0
37,119,1300,1025,3.71E+14,Block 1025,G5040,,,S,20265,0,35.2375009,-80.7803691,750,37,119,1300,1025,3.71E+14,34,19,15,0,29,17,12,0
37,119,1504,1007,3.71E+14,Block 1007,G5040,,,S,25367,0,35.2496815,-80.7767308,750,37,119,1504,1007,3.71E+14,56,0,55,0,41,0,40,0
37,119,1200,1006,3.71E+14,Block 1006,G5040,,,S,26751,0,35.2306311,-80.7763266,750,37,119,1200,1006,3.71E+14,38,26,12,1,36,25,11,1
37,119,1608,1007,3.71E+14,Block 1007,G5040,,,S,28527,0,35.2397004,-80.7724083,750,37,119,1608,1007,3.71E+14,41,18,16,9,34,16,13,9
37,119,1603,2015,3.71E+14,Block 2015,G5040,,,S,54717,0,35.2275323,-80.7545369,750,37,119,1603,2015,3.71E+14,106,45,50,23,75,30,37,14
37,119,1605,1001,3.71E+14,Block 1001,G5040,,,S,30612,0,35.225714,-80.7730364,750,37,119,1605,1001,3.71E+14,79,32,30,17,53,27,15,11
37,119,1605,1002,3.71E+14,Block 1002,G5040,,,S,23585,0,35.2250429,-80.7741213,750,37,119,1605,1002,3.71E+14,38,30,3,5,27,23,1,3
37,119,1509,2011,3.71E+14,Block 2011,G5040,,,S,8754,0,35.2509302,-80.7615539,750,37,119,1509,2011,3.71E+14,19,0,17,0,11,0,9,0
37,119,1504,2000,3.71E+14,Block 2000,G5040,,,S,29679,0,35.2496617,-80.7573384,750,37,119,1504,2000,3.71E+14,33,13,20,0,23,13,10,0
37,119,1510,2005,3.71E+14,Block 2005,G5040,,,S,58930,0,35.2520742,-80.7522124,750,37,119,1510,2005,3.71E+14,90,8,62,7,69,6,48,3
37,119,1510,2009,3.71E+14,Block 2009,G5040,,,S,120354,0,35.2496483,-80.7522692,750,37,119,1510,2009,3.71E+14,237,18,191,21,144,16,114,9
37,119,1510,2010,3.71E+14,Block 2010,G5040,,,S,52277,0,35.2512897,-80.7491475,750,37,119,1510,2010,3.71E+14,150,38,99,5,149,38,98,4
37,119,1510,1004,3.71E+14,Block 1004,G5040,,,S,41661,0,35.2600774,-80.7440817,750,37,119,1510,1004,3.71E+14,75,0,67,8,53,0,47,6
37,119,3400,2019,3.71E+14,Block 2019,G5040,,,S,10209,0,35.1971369,-80.8490343,750,37,119,3400,2019,3.71E+14,4,2,0,0,4,2,0,0
37,119,3400,1019,3.71E+14,Block 1019,G5040,,,S,54462,0,35.1903969,-80.8523299,750,37,119,3400,1019,3.71E+14,95,88,3,0,66,62,3,0
37,119,3013,2011,3.71E+14,Block 2011,G5040,,,S,65080,0,35.1160008,-80.7945957,750,37,119,3013,2011,3.71E+14,74,68,3,0,54,51,1,0
37,119,5716,1001,3.71E+14,Block 1001,G5040,,,S,26714,0,35.1667756,-80.717792,750,37,119,5716,1001,3.71E+14,58,38,20,6,44,30,14,5
37,119,4400,1003,3.71E+14,Block 1003,G5040,,,S,144563,0,35.2734699,-80.8778853,750,37,119,4400,1003,3.71E+14,0,0,0,0,0,0,0,0
37,119,3018,1008,3.71E+14,Block 1008,G5040,,,S,2045,0,35.1028218,-80.7816895,750,37,119,3018,1008,3.71E+14,0,0,0,0,0,0,0,0
37,119,3018,1015,3.71E+14,Block 1015,G5040,,,S,40849,0,35.1083244,-80.7861816,750,37,119,3018,1015,3.71E+14,58,55,0,0,45,42,0,0
37,119,3018,1014,3.71E+14,Block 1014,G5040,,,S,23608,0,35.10558,-80.7897198,750,37,119,3018,1014,3.71E+14,0,0,0,0,0,0,0,0
37,119,5817,1009,3.71E+14,Block 1009,G5040,,,S,88104,0,35.0788554,-80.7803591,750,37,119,5817,1009,3.71E+14,82,78,3,0,59,57,1,0
37,119,5848,1020,3.71E+14,Block 1020,G5040,,,S,96077,0,35.0890727,-80.7547715,750,37,119,5848,1020,3.71E+14,45,44,0,0,28,27,0,0
37,119,1504,2022,3.71E+14,Block 2022,G5040,,,S,12783,0,35.2404134,-80.7566723,750,37,119,1504,2022,3.71E+14,20,9,9,2,14,4,8,2
37,119,1504,2001,3.71E+14,Block 2001,G5040,,,S,30895,0,35.2488997,-80.7555672,750,37,119,1504,2001,3.71E+14,32,5,21,6,24,5,16,3
